,Label,Object1,Object2,Object3,Object4,Action,Acteur
2020,Hill,384,174,216,397,1422,1769
2021,Hill,456,353,229,174,1415,1765
2022,Hill,397,229,216,353,1415,1757
2023,Hill,353,397,229,384,1415,1765
2024,Hill,397,216,353,174,1422,1577
2025,Hill,174,456,353,397,1229,1765
2026,Hill,397,174,456,353,1415,1757
2027,Hill,353,216,456,397,1229,1765
2028,Hill,384,216,229,397,1422,1577
2029,Hill,229,456,397,174,1415,1577
2030,Hill,216,384,174,353,1422,1765
2031,Hill,229,456,174,216,1415,1578
2032,Hill,216,229,397,174,1415,1769
2033,Hill,174,397,229,456,1229,1577
2034,Hill,384,174,229,397,1415,1765
2035,Hill,174,353,456,216,1229,1578
2036,Hill,456,174,229,216,1422,1757
2037,Hill,397,456,216,174,915,1769
2038,Hill,229,456,397,174,1422,1577
2039,Hill,397,216,174,456,1415,1578
2040,Hill,397,216,384,174,1415,1765
2041,Hill,174,353,216,456,1229,1769
2042,Hill,397,216,456,229,1229,1757
2043,Hill,384,174,456,353,915,1769
2044,Hill,216,384,397,456,915,1578
2045,Hill,216,456,174,397,1422,1578
2046,Hill,174,353,456,229,1415,1577
2047,Hill,456,384,229,174,915,1578
2048,Hill,397,229,216,353,915,1769
2049,Hill,384,456,397,229,915,1765
2050,Hill,174,456,216,397,1422,1577
2051,Hill,216,353,397,384,1415,1765
2052,Hill,397,229,174,353,1415,1769
2053,Hill,216,397,229,174,1422,1577
2054,Hill,456,397,174,384,915,1578
2055,Hill,353,456,384,174,1229,1578
2056,Hill,456,353,174,216,915,1578
2057,Hill,456,384,397,174,1415,1578
2058,Hill,456,174,353,229,915,1769
2059,Hill,174,353,384,229,1422,1769
2060,Hill,456,353,174,216,1415,1769
2061,Hill,456,229,397,353,915,1577
2062,Hill,397,384,174,216,1229,1757
2063,Hill,456,174,384,353,915,1578
2064,Hill,174,229,384,456,1415,1757
2065,Hill,397,174,384,456,1415,1577
2066,Hill,397,353,229,384,1229,1577
2067,Hill,397,174,216,384,915,1769
2068,Hill,174,456,353,229,1229,1577
2069,Hill,353,397,216,229,915,1769
2070,Hill,216,174,229,456,915,1578
2071,Hill,216,384,229,456,915,1769
2072,Hill,384,353,216,397,1415,1578
2073,Hill,174,216,229,384,915,1757
2074,Hill,229,216,456,174,1415,1769
2075,Hill,456,353,397,216,1422,1577
2076,Hill,384,174,229,456,1415,1578
2077,Hill,229,384,174,456,1415,1577
2078,Hill,384,456,397,174,915,1757
2079,Hill,456,174,384,216,1422,1578
2080,Hill,456,384,174,229,915,1577
2081,Hill,384,456,229,353,1229,1765
2082,Hill,216,456,353,229,915,1577
2083,Hill,174,353,456,216,1415,1769
2084,Hill,384,456,229,216,1229,1578
2085,Hill,174,216,353,456,1422,1578
2086,Hill,397,174,384,216,915,1769
2087,Hill,456,216,384,397,1422,1765
2088,Hill,353,216,384,174,1422,1578
2089,Hill,384,353,456,216,1229,1769
2090,Hill,216,397,174,353,915,1577
2091,Hill,216,353,456,174,1422,1577
2092,Hill,456,229,216,384,1229,1769
2093,Hill,353,174,216,229,1229,1757
2094,Hill,353,229,174,397,1422,1577
2095,Hill,216,174,353,397,1422,1765
2096,Hill,456,353,229,216,915,1578
2097,Hill,456,353,397,384,1422,1765
2098,Hill,216,456,384,229,1422,1577
2099,Hill,216,397,456,229,915,1577
2100,hospital room ,91,266,418,304,1387,1759
2101,hospital room ,304,91,485,266,948,1759
2102,hospital room ,150,267,418,472,1387,1759
2103,hospital room ,418,304,128,181,1343,1759
2104,hospital room ,181,128,472,90,1343,1759
2105,hospital room ,266,304,267,150,948,1759
2106,hospital room ,90,150,304,266,1387,1759
2107,hospital room ,267,266,128,181,1214,1759
2108,hospital room ,304,266,485,472,1387,1759
2109,hospital room ,90,472,485,150,1390,1759
2110,hospital room ,472,91,181,119,1404,1759
2111,hospital room ,304,119,150,128,931,1759
2112,hospital room ,150,90,91,267,1400,1759
2113,hospital room ,91,119,128,267,931,1759
2114,hospital room ,304,267,128,418,1343,1759
2115,hospital room ,266,485,418,181,1404,1759
2116,hospital room ,418,267,266,119,1390,1759
2117,hospital room ,267,150,472,119,1400,1759
2118,hospital room ,485,181,128,91,1214,1759
2119,hospital room ,91,90,128,119,1387,1759
2120,hospital room ,485,472,90,91,1400,1759
2121,hospital room ,304,181,90,128,1343,1759
2122,hospital room ,91,267,485,150,931,1759
2123,hospital room ,91,90,418,304,1387,1759
2124,hospital room ,267,418,485,472,1343,1759
2125,hospital room ,485,418,119,472,1404,1759
2126,hospital room ,418,119,485,91,1390,1759
2127,hospital room ,485,91,472,90,1417,1759
2128,hospital room ,90,418,266,472,1390,1759
2129,hospital room ,119,418,128,266,1387,1759
2130,hospital room ,485,128,181,304,1214,1759
2131,hospital room ,91,90,472,150,1387,1759
2132,hospital room ,181,266,418,485,1343,1759
2133,hospital room ,267,472,128,485,1400,1759
2134,hospital room ,181,266,91,485,1343,1759
2135,hospital room ,485,266,91,90,1417,1759
2136,hospital room ,266,119,304,418,1417,1759
2137,hospital room ,90,266,150,267,1390,1759
2138,hospital room ,485,181,418,91,931,1759
2139,hospital room ,418,119,150,91,1390,1759
2140,hospital room ,266,128,90,472,1390,1759
2141,hospital room ,418,150,267,90,1390,1759
2142,hospital room ,128,91,418,472,1404,1759
2143,hospital room ,418,267,119,485,958,1759
2144,hospital room ,304,267,485,418,958,1759
2145,hospital room ,150,304,472,128,1404,1759
2146,hospital room ,485,150,418,304,1417,1759
2147,hospital room ,150,90,181,91,958,1759
2148,hospital room ,91,150,304,485,1417,1759
2149,hospital room ,472,181,90,267,1400,1759
2150,hospital room ,90,181,150,485,1417,1759
2151,hospital room ,91,181,266,472,1387,1759
2152,hospital room ,266,418,128,485,1343,1759
2153,hospital room ,267,472,128,181,1390,1759
2154,hospital room ,181,119,128,266,948,1759
2155,hospital room ,266,119,472,150,1214,1759
2156,hospital room ,181,418,304,150,1390,1759
2157,hospital room ,128,485,472,90,948,1759
2158,hospital room ,181,304,91,128,958,1759
2159,hospital room ,267,90,181,472,948,1759
2160,hospital room ,266,267,472,119,1400,1759
2161,hospital room ,472,181,267,418,1387,1759
2162,hospital room ,418,485,267,472,1390,1759
2163,hospital room ,266,181,472,418,1390,1759
2164,hospital room ,128,304,90,181,1417,1759
2165,hospital room ,181,472,267,150,1404,1759
2166,hospital room ,418,181,485,150,931,1759
2167,hospital room ,119,150,91,485,958,1759
2168,hospital room ,485,266,119,267,1400,1759
2169,hospital room ,304,119,91,90,1343,1759
2170,hospital room ,267,304,91,90,1390,1759
2171,hospital room ,91,119,150,267,1387,1759
2172,hospital room ,150,90,91,181,1390,1759
2173,hospital room ,304,150,91,472,948,1759
2174,hospital room ,267,485,90,119,1390,1759
2175,hospital room ,485,91,267,304,1404,1759
2176,hospital room ,181,267,266,150,1400,1759
2177,hospital room ,90,267,150,266,948,1759
2178,hospital room ,91,418,304,472,1390,1759
2179,hospital room ,91,418,128,472,1387,1759
2180,hospital room ,304,90,266,267,1214,1759
2181,hospital room ,472,181,119,418,958,1759
2182,hospital room ,90,181,304,128,948,1759
2183,hospital room ,90,91,150,485,1387,1759
2184,hospital room ,266,304,150,91,931,1759
2185,hospital room ,304,181,150,128,1390,1759
2186,hospital room ,304,267,150,91,1387,1759
2187,hospital room ,267,90,91,150,1417,1759
2188,hospital room ,119,150,128,267,958,1759
2189,hospital room ,181,150,472,485,948,1759
2190,hospital room ,119,472,128,304,1404,1759
2191,hospital room ,150,485,418,472,1400,1759
2192,hospital room ,91,267,90,119,1390,1759
2193,hospital room ,267,418,150,304,931,1759
2194,hospital room ,418,266,267,128,1214,1759
2195,hospital room ,181,90,150,128,1417,1759
2196,hospital room ,472,485,418,304,948,1759
2197,hospital room ,266,418,181,91,1387,1759
2198,hospital room ,267,91,119,472,931,1759
2199,hospital room ,485,472,128,181,1417,1759
2200,Jail,452,102,91,425,991,1604
2201,Jail,452,181,376,102,991,1765
2202,Jail,219,32,181,440,991,1765
2203,Jail,472,480,91,376,991,1607
2204,Jail,102,376,219,440,1359,1765
2205,Jail,452,241,425,219,991,1604
2206,Jail,452,480,409,102,1359,1604
2207,Jail,54,150,378,102,991,1607
2208,Jail,150,241,181,102,991,1607
2209,Jail,32,219,452,472,1359,1607
2210,Jail,54,440,150,425,1359,1611
2211,Jail,91,440,376,102,1359,1604
2212,Jail,150,54,91,241,991,1604
2213,Jail,160,440,150,91,991,1604
2214,Jail,241,32,102,376,991,1611
2215,Jail,181,480,241,160,991,1611
2216,Jail,378,54,241,91,1359,1611
2217,Jail,102,91,150,480,1359,1607
2218,Jail,219,440,409,90,991,1604
2219,Jail,376,440,452,241,991,1611
2220,Jail,425,480,376,32,1359,1765
2221,Jail,425,241,54,102,1359,1611
2222,Jail,91,102,440,54,991,1607
2223,Jail,54,102,472,181,1359,1611
2224,Jail,452,241,32,54,1359,1765
2225,Jail,472,102,440,409,1359,1611
2226,Jail,472,480,32,219,991,1765
2227,Jail,425,90,32,440,1359,1607
2228,Jail,376,91,472,32,991,1765
2229,Jail,181,150,472,102,991,1604
2230,Jail,219,54,378,90,991,1611
2231,Jail,480,32,440,160,991,1765
2232,Jail,102,150,54,32,1359,1611
2233,Jail,376,102,54,409,991,1611
2234,Jail,102,409,160,452,991,1765
2235,Jail,409,452,425,480,1359,1611
2236,Jail,425,409,102,54,991,1607
2237,Jail,90,452,160,409,991,1604
2238,Jail,480,54,452,376,991,1607
2239,Jail,480,241,54,160,991,1607
2240,Jail,32,54,480,425,1359,1607
2241,Jail,452,219,54,102,991,1607
2242,Jail,150,480,102,181,1359,1765
2243,Jail,376,32,181,91,991,1607
2244,Jail,425,32,150,241,1359,1604
2245,Jail,409,181,376,102,1359,1611
2246,Jail,54,90,102,378,991,1604
2247,Jail,241,160,102,90,1359,1604
2248,Jail,472,241,181,90,1359,1611
2249,Jail,480,91,440,425,1359,1604
2250,Jail,425,150,378,440,1359,1611
2251,Jail,91,219,241,472,1359,1607
2252,Jail,160,378,241,32,1359,1611
2253,Jail,241,91,452,90,991,1607
2254,Jail,480,102,409,150,1359,1765
2255,Jail,425,181,91,409,1359,1607
2256,Jail,376,32,452,91,991,1611
2257,Jail,160,376,181,378,991,1765
2258,Jail,32,440,54,102,991,1604
2259,Jail,32,472,425,150,1359,1604
2260,Jail,376,241,181,32,991,1765
2261,Jail,160,150,378,480,1359,1604
2262,Jail,150,160,472,241,1359,1607
2263,Jail,219,376,150,480,991,1604
2264,Jail,32,480,91,54,991,1765
2265,Jail,54,440,219,378,1359,1607
2266,Jail,378,32,480,102,1359,1611
2267,Jail,376,160,472,378,1359,1607
2268,Jail,219,102,32,409,1359,1607
2269,Jail,160,150,91,425,1359,1607
2270,Jail,425,378,219,480,991,1607
2271,Jail,90,150,452,102,1359,1604
2272,Jail,181,376,440,409,991,1604
2273,Jail,90,378,32,440,1359,1611
2274,Jail,160,32,102,452,991,1604
2275,Jail,150,91,219,181,1359,1765
2276,Jail,480,102,150,90,1359,1765
2277,Jail,181,160,150,409,991,1611
2278,Jail,452,32,472,181,991,1607
2279,Jail,440,241,452,425,1359,1607
2280,Jail,91,181,472,54,1359,1765
2281,Jail,32,452,378,241,1359,1765
2282,Jail,90,54,480,160,1359,1611
2283,Jail,452,409,181,376,991,1765
2284,Jail,54,452,150,219,991,1607
2285,Jail,480,472,452,32,991,1611
2286,Jail,90,425,376,32,1359,1607
2287,Jail,160,472,150,480,1359,1611
2288,Jail,452,440,90,378,991,1765
2289,Jail,452,32,409,91,991,1607
2290,Jail,32,378,409,452,1359,1607
2291,Jail,425,480,91,90,991,1604
2292,Jail,409,32,378,472,1359,1604
2293,Jail,102,452,219,32,1359,1765
2294,Jail,181,452,472,480,991,1607
2295,Jail,32,181,378,452,991,1607
2296,Jail,181,425,150,378,991,1607
2297,Jail,54,378,472,32,991,1607
2298,Jail,91,425,150,90,1359,1765
2299,Jail,378,409,90,480,1359,1765
2300,kitchen,416,119,150,147,1398,1763
2301,kitchen,147,127,469,435,1183,1663
2302,kitchen,131,191,233,684,1225,1769
2303,kitchen,129,335,385,145,1343,1763
2304,kitchen,299,846,186,204,1345,1663
2305,kitchen,400,90,147,145,1067,1769
2306,kitchen,24,204,145,472,1035,1769
2307,kitchen,306,145,146,299,1067,1769
2308,kitchen,147,235,290,127,1067,1763
2309,kitchen,191,129,400,684,1035,1763
2310,kitchen,435,453,118,71,1019,1763
2311,kitchen,429,144,299,846,1376,1769
2312,kitchen,191,91,472,485,1183,1663
2313,kitchen,146,71,416,435,1035,1769
2314,kitchen,274,846,469,204,1376,1769
2315,kitchen,129,134,387,469,1000,1663
2316,kitchen,385,112,335,233,1404,1763
2317,kitchen,350,241,181,469,1019,1769
2318,kitchen,150,144,416,190,1376,1763
2319,kitchen,235,191,364,453,1019,1663
2320,kitchen,241,134,485,239,1035,1663
2321,kitchen,846,24,181,91,1003,1663
2322,kitchen,472,204,846,119,1225,1763
2323,kitchen,485,400,290,145,1067,1663
2324,kitchen,145,453,134,335,1183,1769
2325,kitchen,127,435,191,150,1398,1769
2326,kitchen,119,71,306,150,1020,1663
2327,kitchen,400,306,191,274,1035,1763
2328,kitchen,241,150,57,485,1376,1763
2329,kitchen,186,416,57,364,1404,1763
2330,kitchen,91,429,190,472,1045,1663
2331,kitchen,24,150,204,129,1045,1763
2332,kitchen,435,146,453,127,1019,1763
2333,kitchen,469,429,24,190,1398,1769
2334,kitchen,335,134,147,453,1020,1663
2335,kitchen,239,846,472,684,1225,1769
2336,kitchen,90,131,429,241,1035,1769
2337,kitchen,146,127,429,204,1398,1769
2338,kitchen,134,306,186,335,1183,1769
2339,kitchen,57,134,191,846,1225,1763
2340,kitchen,416,91,387,469,1343,1663
2341,kitchen,90,274,24,112,1035,1663
2342,kitchen,127,299,290,485,1376,1769
2343,kitchen,453,90,129,119,1376,1763
2344,kitchen,435,72,400,846,1067,1763
2345,kitchen,204,241,684,453,1404,1763
2346,kitchen,364,290,150,72,1345,1769
2347,kitchen,112,350,335,118,1045,1769
2348,kitchen,469,416,400,335,1345,1763
2349,kitchen,150,233,400,846,1398,1763
2350,kitchen,146,235,350,91,1019,1663
2351,kitchen,299,191,57,131,1225,1769
2352,kitchen,306,91,350,416,1376,1769
2353,kitchen,387,472,241,350,1019,1763
2354,kitchen,150,400,72,684,1387,1763
2355,kitchen,150,233,364,241,1020,1769
2356,kitchen,72,191,290,144,1035,1763
2357,kitchen,204,235,191,472,1345,1663
2358,kitchen,846,181,150,146,1019,1763
2359,kitchen,416,131,71,186,1225,1763
2360,kitchen,385,57,129,186,1225,1769
2361,kitchen,131,181,190,71,1387,1763
2362,kitchen,453,274,290,241,1035,1763
2363,kitchen,233,181,186,387,1387,1763
2364,kitchen,453,91,181,435,1225,1769
2365,kitchen,846,274,127,191,1020,1663
2366,kitchen,299,145,400,485,1020,1763
2367,kitchen,150,129,112,147,1387,1663
2368,kitchen,472,90,191,71,1345,1763
2369,kitchen,57,144,186,127,1000,1769
2370,kitchen,239,233,385,274,1225,1663
2371,kitchen,150,181,186,350,1398,1769
2372,kitchen,350,190,112,57,1404,1769
2373,kitchen,350,112,145,472,1398,1763
2374,kitchen,416,150,684,57,1020,1663
2375,kitchen,191,429,190,127,1067,1769
2376,kitchen,71,416,72,485,1225,1663
2377,kitchen,24,416,91,235,1345,1663
2378,kitchen,416,127,119,204,1067,1769
2379,kitchen,335,71,306,131,1225,1763
2380,kitchen,453,204,190,134,1225,1769
2381,kitchen,233,181,235,186,1225,1763
2382,kitchen,145,134,119,387,1020,1763
2383,kitchen,131,119,335,306,1045,1663
2384,kitchen,364,241,385,387,1345,1769
2385,kitchen,846,306,684,144,1003,1663
2386,kitchen,435,241,274,846,1045,1663
2387,kitchen,400,186,147,145,1376,1769
2388,kitchen,119,387,385,846,1343,1769
2389,kitchen,274,129,469,147,1045,1763
2390,kitchen,90,290,472,71,1398,1663
2391,kitchen,416,150,469,846,1183,1763
2392,kitchen,469,112,429,134,1035,1769
2393,kitchen,400,306,71,472,1376,1769
2394,kitchen,299,290,387,306,1387,1769
2395,kitchen,57,144,119,416,1398,1763
2396,kitchen,204,72,239,400,1345,1663
2397,kitchen,57,150,235,239,1398,1763
2398,kitchen,387,91,350,485,1003,1663
2399,kitchen,241,119,299,24,1067,1769
2400,LAB,157,30,208,29,1385,1638
2401,LAB,29,476,208,433,1387,1630
2402,LAB,30,195,17,476,1385,1636
2403,LAB,157,110,208,17,1630,1638
2404,LAB,157,208,30,17,1630,1636
2405,LAB,157,29,195,208,1637,1630
2406,LAB,476,195,30,29,1422,1630
2407,LAB,68,476,29,17,1387,1630
2408,LAB,30,195,68,110,1630,1638
2409,LAB,30,476,110,195,1638,1630
2410,LAB,208,68,157,476,1630,1636
2411,LAB,30,208,195,110,1637,1636
2412,LAB,195,29,157,208,1422,1630
2413,LAB,157,110,30,29,1638,1638
2414,LAB,195,433,476,30,1630,1630
2415,LAB,68,157,110,195,1630,1636
2416,LAB,476,433,157,17,1630,1630
2417,LAB,68,195,476,433,1638,1638
2418,LAB,157,68,17,110,1422,1630
2419,LAB,157,110,433,29,1422,1636
2420,LAB,208,29,110,17,1385,1630
2421,LAB,157,208,17,68,1630,1638
2422,LAB,17,208,157,29,1385,1630
2423,LAB,30,433,29,476,1385,1636
2424,LAB,476,30,110,17,1387,1638
2425,LAB,110,157,29,476,1630,1630
2426,LAB,476,29,157,208,1385,1638
2427,LAB,110,68,29,208,1638,1638
2428,LAB,110,157,30,208,1385,1638
2429,LAB,195,433,30,29,1637,1636
2430,LAB,157,68,17,208,1422,1638
2431,LAB,195,208,157,476,1387,1630
2432,LAB,17,208,30,68,1637,1630
2433,LAB,68,157,476,110,1638,1638
2434,LAB,157,30,195,68,1385,1630
2435,LAB,195,17,476,30,1422,1630
2436,LAB,476,68,157,29,1385,1636
2437,LAB,208,17,68,29,1638,1638
2438,LAB,29,195,157,110,1638,1638
2439,LAB,110,433,157,476,1385,1636
2440,LAB,208,476,195,29,1387,1638
2441,LAB,110,68,476,29,1387,1638
2442,LAB,110,208,195,157,1422,1638
2443,LAB,157,110,30,433,1630,1638
2444,LAB,208,157,195,68,1638,1638
2445,LAB,30,68,17,476,1422,1636
2446,LAB,30,476,157,208,1422,1636
2447,LAB,433,110,68,29,1387,1638
2448,LAB,17,110,195,208,1630,1636
2449,LAB,433,29,195,157,1630,1638
2450,LAB,17,433,476,195,1637,1636
2451,LAB,29,110,17,157,1638,1630
2452,LAB,476,110,157,30,1638,1636
2453,LAB,157,68,30,110,1422,1630
2454,LAB,157,17,195,208,1422,1630
2455,LAB,29,110,30,433,1630,1638
2456,LAB,208,476,157,433,1385,1630
2457,LAB,157,476,110,433,1387,1630
2458,LAB,68,30,17,29,1638,1638
2459,LAB,208,30,157,17,1630,1638
2460,LAB,17,476,195,68,1422,1636
2461,LAB,157,195,476,433,1422,1630
2462,LAB,433,68,157,208,1630,1636
2463,LAB,157,110,30,17,1630,1636
2464,LAB,208,29,476,110,1385,1636
2465,LAB,208,68,157,29,1638,1638
2466,LAB,68,433,476,195,1630,1630
2467,LAB,157,476,433,30,1422,1630
2468,LAB,208,17,30,195,1422,1636
2469,LAB,30,17,476,157,1387,1638
2470,LAB,17,29,433,110,1422,1630
2471,LAB,208,17,30,433,1385,1638
2472,LAB,476,68,433,29,1422,1638
2473,LAB,476,30,208,68,1637,1630
2474,LAB,110,29,30,195,1637,1636
2475,LAB,110,195,30,433,1387,1630
2476,LAB,110,17,195,29,1385,1630
2477,LAB,476,208,433,195,1422,1630
2478,LAB,30,29,476,195,1638,1630
2479,LAB,476,208,17,433,1630,1636
2480,LAB,68,476,208,17,1387,1636
2481,LAB,195,110,157,29,1630,1630
2482,LAB,110,476,208,157,1638,1630
2483,LAB,195,476,433,208,1637,1630
2484,LAB,29,433,208,476,1422,1638
2485,LAB,157,68,29,195,1422,1638
2486,LAB,29,68,30,17,1638,1636
2487,LAB,30,208,29,17,1422,1638
2488,LAB,17,157,433,208,1637,1630
2489,LAB,157,476,17,433,1385,1630
2490,LAB,17,195,476,157,1422,1630
2491,LAB,68,208,17,157,1638,1636
2492,LAB,110,208,29,17,1385,1630
2493,LAB,30,208,17,68,1385,1630
2494,LAB,68,195,433,110,1638,1630
2495,LAB,17,68,195,29,1630,1638
2496,LAB,433,476,195,110,1630,1630
2497,LAB,17,195,68,29,1637,1638
2498,LAB,68,195,110,17,1630,1630
2499,LAB,110,17,476,195,1422,1638
2500,Library,90,181,387,243,1267,1646
2501,Library,387,50,243,49,1415,1646
2502,Library,472,243,49,485,1415,1646
2503,Library,243,485,49,181,1415,1648
2504,Library,472,107,181,9,1086,1648
2505,Library,387,9,90,107,1419,1648
2506,Library,472,50,243,485,1086,1646
2507,Library,90,50,387,181,1086,1648
2508,Library,485,51,91,9,1415,1648
2509,Library,243,9,181,387,1415,1646
2510,Library,91,107,9,472,1415,1648
2511,Library,243,472,9,181,1267,1646
2512,Library,181,49,90,91,1267,1646
2513,Library,90,387,91,49,1267,1646
2514,Library,51,181,91,50,1419,1646
2515,Library,243,50,472,107,1415,1648
2516,Library,181,90,51,107,1086,1648
2517,Library,472,243,107,90,1267,1648
2518,Library,472,49,90,50,1267,1646
2519,Library,485,107,181,49,1267,1648
2520,Library,107,90,387,91,1267,1648
2521,Library,472,49,50,243,1267,1646
2522,Library,107,51,50,49,1419,1646
2523,Library,387,9,91,107,1267,1646
2524,Library,181,50,90,472,1267,1646
2525,Library,181,91,472,50,1267,1648
2526,Library,387,51,49,485,1267,1646
2527,Library,181,485,9,243,1086,1646
2528,Library,485,50,9,387,1419,1648
2529,Library,472,50,49,9,1086,1646
2530,Library,90,243,485,50,1267,1648
2531,Library,387,243,91,485,1415,1648
2532,Library,9,49,107,485,1419,1646
2533,Library,91,90,50,472,1086,1648
2534,Library,472,243,50,9,1267,1648
2535,Library,485,50,9,472,1267,1646
2536,Library,51,90,49,485,1086,1648
2537,Library,51,472,90,49,1086,1648
2538,Library,9,387,91,472,1419,1646
2539,Library,387,90,51,9,1086,1646
2540,Library,485,107,9,50,1415,1646
2541,Library,51,91,9,50,1419,1648
2542,Library,50,472,91,90,1415,1648
2543,Library,243,9,387,50,1415,1648
2544,Library,181,107,243,49,1086,1648
2545,Library,485,50,243,387,1419,1648
2546,Library,387,49,181,243,1267,1646
2547,Library,9,387,181,50,1086,1648
2548,Library,472,90,387,49,1415,1648
2549,Library,91,90,181,51,1419,1646
2550,Library,472,90,50,51,1415,1646
2551,Library,51,387,91,9,1267,1648
2552,Library,472,50,51,90,1086,1648
2553,Library,90,387,485,49,1267,1648
2554,Library,50,90,387,9,1086,1648
2555,Library,49,485,181,90,1086,1648
2556,Library,107,91,51,485,1267,1648
2557,Library,107,181,50,51,1086,1648
2558,Library,243,472,50,9,1267,1646
2559,Library,50,181,51,243,1267,1646
2560,Library,50,49,107,387,1086,1646
2561,Library,387,49,90,91,1267,1646
2562,Library,387,243,472,90,1415,1646
2563,Library,91,51,107,485,1415,1646
2564,Library,387,51,49,243,1415,1648
2565,Library,107,90,243,49,1419,1646
2566,Library,243,49,91,50,1086,1648
2567,Library,107,387,9,472,1267,1648
2568,Library,107,49,181,387,1267,1646
2569,Library,387,107,51,181,1415,1648
2570,Library,51,91,90,50,1415,1648
2571,Library,51,243,90,50,1267,1646
2572,Library,50,9,107,387,1415,1648
2573,Library,243,9,50,51,1419,1648
2574,Library,485,90,9,387,1415,1646
2575,Library,51,107,91,90,1267,1646
2576,Library,51,181,91,243,1086,1648
2577,Library,50,91,107,90,1415,1646
2578,Library,387,49,90,91,1267,1648
2579,Library,181,51,387,90,1086,1648
2580,Library,181,49,107,243,1419,1648
2581,Library,472,107,485,243,1415,1648
2582,Library,485,9,90,50,1267,1646
2583,Library,181,472,107,51,1419,1648
2584,Library,387,51,181,243,1415,1648
2585,Library,90,49,472,243,1267,1646
2586,Library,51,485,387,472,1419,1648
2587,Library,485,90,91,472,1267,1648
2588,Library,90,181,243,50,1267,1646
2589,Library,243,90,107,51,1086,1648
2590,Library,51,485,181,387,1419,1648
2591,Library,91,49,9,90,1415,1646
2592,Library,50,90,107,181,1267,1648
2593,Library,9,49,50,91,1419,1646
2594,Library,50,472,51,387,1419,1648
2595,Library,387,181,107,90,1267,1646
2596,Library,90,485,181,51,1267,1648
2597,Library,107,51,181,90,1086,1646
2598,Library,107,472,90,49,1267,1648
2599,Library,387,107,91,9,1086,1646
2600,living room,317,485,467,150,1420,1663
2601,living room,183,466,846,91,1376,1663
2602,living room,133,462,85,181,1091,1663
2603,living room,335,133,485,71,1420,1663
2604,living room,150,181,393,467,1104,1763
2605,living room,401,360,51,485,1335,1665
2606,living room,150,472,401,177,1415,1663
2607,living room,846,72,466,317,1108,1651
2608,living room,431,90,393,335,1415,1763
2609,living room,127,431,85,57,1108,1663
2610,living room,72,57,273,462,1420,1763
2611,living room,72,467,71,150,1091,1763
2612,living room,431,393,181,91,1420,1763
2613,living room,51,90,72,71,1337,1663
2614,living room,431,100,177,393,1102,1665
2615,living room,846,72,360,131,1094,1763
2616,living room,51,401,360,467,1376,1763
2617,living room,846,467,91,181,1096,1763
2618,living room,846,91,51,335,1423,1763
2619,living room,181,85,431,467,1386,1665
2620,living room,127,181,91,183,1108,1763
2621,living room,90,467,177,335,1102,1763
2622,living room,51,181,133,127,1423,1651
2623,living room,71,49,401,846,1096,1763
2624,living room,335,51,472,485,1104,1665
2625,living room,431,127,485,335,1423,1763
2626,living room,177,472,466,273,1337,1663
2627,living room,393,49,317,150,1104,1665
2628,living room,846,472,91,335,1102,1763
2629,living room,846,91,183,472,1376,1651
2630,living room,100,177,183,71,1108,1665
2631,living room,85,467,183,462,1091,1665
2632,living room,462,51,273,177,1415,1763
2633,living room,57,401,467,85,1415,1663
2634,living room,131,467,472,466,1096,1763
2635,living room,335,273,467,72,1420,1665
2636,living room,846,181,71,91,1102,1763
2637,living room,85,401,51,150,1343,1663
2638,living room,181,133,485,150,1100,1663
2639,living room,273,401,317,131,1335,1651
2640,living room,72,467,90,71,1091,1651
2641,living room,49,462,150,57,1104,1651
2642,living room,466,462,183,317,1094,1663
2643,living room,90,485,846,91,1376,1651
2644,living room,393,100,183,360,1420,1665
2645,living room,467,335,393,462,1420,1651
2646,living room,472,485,335,393,1415,1763
2647,living room,393,485,317,71,1100,1763
2648,living room,317,85,462,431,1337,1665
2649,living room,183,462,133,51,1337,1665
2650,living room,485,91,335,133,1329,1665
2651,living room,91,85,49,71,1108,1651
2652,living room,183,846,466,462,1117,1665
2653,living room,51,72,57,401,1091,1665
2654,living room,846,127,181,150,1091,1763
2655,living room,91,183,127,360,1117,1763
2656,living room,133,181,100,401,1423,1763
2657,living room,91,150,317,335,1386,1763
2658,living room,485,57,317,401,1335,1663
2659,living room,127,91,466,177,1117,1665
2660,living room,183,91,335,431,1108,1665
2661,living room,472,127,177,71,1423,1663
2662,living room,183,91,431,401,1423,1665
2663,living room,49,91,133,462,1423,1651
2664,living room,273,393,127,71,1102,1665
2665,living room,71,181,317,72,1423,1651
2666,living room,401,467,273,177,1094,1763
2667,living room,183,72,85,131,1100,1651
2668,living room,127,181,431,90,1091,1763
2669,living room,49,181,466,472,1337,1665
2670,living room,467,91,49,150,1108,1663
2671,living room,127,393,100,72,1329,1651
2672,living room,360,467,57,72,1102,1665
2673,living room,393,467,72,57,1104,1665
2674,living room,401,127,49,72,1337,1663
2675,living room,90,150,273,133,1376,1763
2676,living room,393,467,485,72,1096,1651
2677,living room,467,150,57,183,1420,1651
2678,living room,335,133,72,90,1337,1763
2679,living room,51,49,462,85,1423,1763
2680,living room,133,273,127,472,1337,1665
2681,living room,335,401,131,57,1343,1665
2682,living room,49,472,181,90,1337,1651
2683,living room,462,273,57,85,1343,1651
